playlist,track_id,track_name,artist_name,album_name,release_date,popularity,added_at
Top 50 - Brazil,4sTlQPMyoFMPdhAJvErBN3,PASSO BEM SOLTO - Slowed,ATLXS,PASSO BEM SOLTO,2024-04-23,85,2025-03-13T01:31:32Z
Top 50 - Brazil,3VFySvZMSn4z4X4YDDQb0H,NUNCA MUDA?,"Scythermane, NXGHT!, MC Fabinho da Osk",NUNCA MUDA?,2025-01-09,71,2025-01-27T17:51:40Z
Top 50 - Brazil,49t3uvN9hUNefdvtaD6HBj,LUNA BALA - Slowed,"Yb Wasg'ood, Ariis",LUNA BALA,2025-04-18,84,2025-04-25T19:35:08Z
Top 50 - Brazil,43jExF2HeZ6cJIGrWF0ie4,Funk de Beleza - Slowed,"Nateki, Scythermane, MC MAYAH",Funk de Beleza,2024-10-04,78,2025-03-18T21:25:18Z
Top 50 - Brazil,11gZL0HigsqfzjTHOpdFjE,MENTE MÁ,"Nakama, Mc Staff",MENTE MÁ,2025-05-16,85,2025-09-09T00:33:50Z
Top 50 - Brazil,72S7CkUjuiGnbfqu3gSOpU,PASSO BEM SOLTO - Super Slowed,ATLXS,PASSO BEM SOLTO,2024-04-23,67,2025-03-18T21:26:54Z
Top 50 - Brazil,3x22qcYuGehBV6X0K6HIoO,MONTAGEM BATCHI,"MXZI, Rushex, MONTAGEM",MONTAGEM BATCHI,2025-04-11,77,2025-09-09T00:33:58Z
Top 50 - Brazil,62JWbd7wXwfHTVOA8lSoSF,MONTAGEM ALUCINANTE,"DJ ORBITAL, Rushex, mc pl alves",MONTAGEM ALUCINANTE,2025-04-01,77,2025-04-25T19:33:50Z
Top 50 - Brazil,7xsDWgQfb3szawKuUZyk5N,MAZKO,"S4nri0, MC LyC4N",MAZKO,2024-10-25,72,2024-12-24T22:45:34Z
Top 50 - Brazil,7IBqHkoP94VrgYKVns4eNz,FUNK DO BOUNCE (Slowed),Ariis,FUNK DO BOUNCE (Slowed),2024-08-30,78,2024-10-31T00:17:28Z
Top 50 - Brazil,1bdO0ybMrtz2ONSX4L16jo,MANDE MANDE,CHASHKAKEFIRA,MANDE MANDE,2025-06-20,71,2025-09-09T00:31:58Z
Top 50 - Brazil,5fUDsqAILKGd7kDWw4Hxgv,MAMA MA,SXLLX,MAMA MA,2025-08-22,60,2025-09-25T16:57:09Z
Top 50 - Brazil,4yPynbuLyYXJ0vfi3Kj4lf,Manasha,Ashreveal,Manasha,2024-11-08,66,2025-03-18T21:25:44Z
Top 50 - Brazil,5hL2t5WyC9bibNDVkhVvDx,NEXT!,NCTS,NEXT!,2024-06-07,76,2025-09-09T00:32:43Z
Top 50 - Brazil,4WzlSNj1w8gVwCWTFfNrTH,PASSO BEM SOLTO,ATLXS,PASSO BEM SOLTO,2024-04-23,0,2025-02-04T20:06:24Z
Top 50 - Brazil,4mxEwAuiBbG4bboG3vpB4a,LUNA BALA,"Yb Wasg'ood, Ariis",LUNA BALA,2025-04-18,68,2025-05-26T18:31:23Z
Top 50 - Brazil,7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,LXNGVX,Montagem Mysterious Game,2023-12-01,72,2025-01-01T00:52:45Z
Top 50 - Brazil,5iafPrLMfNTBvCID5FH2qE,VIOLENTO,Kobe Mane,VIOLENTO,2025-04-11,71,2025-09-09T00:34:11Z
Top 50 - Brazil,3i6tlvYU1BSAM3yGQNemtM,DNA,"LXNGVX, VISXGE",DNA,2023-12-21,69,2025-01-01T00:55:50Z
Top 50 - Brazil,0hEjvk5rMwLzt9rUcFmZG7,Sequência da Dz7,"TRASHXRL, Mc Menor Do Alvorada",Sequência da Dz7,2023-05-07,67,2025-01-01T00:56:21Z
Top 50 - Brazil,4DrQWel4ZXf72Yk1kIRa3J,CALA BOCA - Slowed,"Sayfalse, TRXSHBXY",CALA BOCA,2025-07-18,67,2025-09-25T20:22:03Z
Top 50 - Brazil,2CSQju5oDh0zMIwsf6qcsN,x-tudo - slowed,"slxughter, Mc Gw",x-tudo,2024-01-25,57,2025-01-01T00:57:18Z
Top 50 - Brazil,5fqKGpnhBVKy2ymIkqS6k0,DYSTOPIA - SLOWED,"DudePlaya, N!GHTvisiøn",DYSTOPIA,2025-02-12,70,2025-06-03T19:01:51Z
Top 50 - Brazil,1aNQ9Nz0gzJXVm6kuXcIbq,ACIDO,"UdieNnx, Mc Gw",ACIDO,2024-10-31,69,2025-01-26T23:45:36Z
Top 50 - Brazil,5cu6gONulxjvLYFrLvQbt4,BANDITAS,2KE,BANDITAS,2025-07-04,65,2025-09-25T20:22:33Z
Top 50 - Brazil,5qEb86BCCco3iZl9A9i32Y,MONTAGEM PIXELS - Slowed,"DJ MH, Mc M4",MONTAGEM PIXELS,2024-11-15,52,2025-01-14T23:25:45Z
Top 50 - Brazil,2i7JW6YBfRy832sjm1quKs,Y-SLIDE,"2KE, 808iuli",Y-SLIDE,2025-01-17,60,2025-01-29T20:46:06Z
Top 50 - Brazil,6yIkBXij6NSjmRGRpQupqO,X-TALI,"MXCCREE, DJ GL3CHEKY, MC PR",X-TALI,2024-08-23,68,2024-10-11T04:37:07Z
Top 50 - Brazil,3S79XAzNEBQHRqYAotkvvY,CALA BOCA PXTA,2KE,CALA BOCA PXTA,2025-07-18,57,2025-09-25T20:23:20Z
Top 50 - Brazil,2vbl2mqgwZCPqiYjn3MPhS,EI DO SENSACIO!,"princce, FR3ST",EI DO SENSACIO!,2024-07-29,64,2024-11-26T03:03:15Z
Top 50 - Brazil,62JWbd7wXwfHTVOA8lSoSF,MONTAGEM ALUCINANTE,"DJ ORBITAL, Rushex, mc pl alves",MONTAGEM ALUCINANTE,2025-04-01,77,2025-06-03T19:02:32Z
Top 50 - Brazil,7IVstMaDl2HaByG8JmR2yr,Montagem Lunar Celestia 1.0 (SLOWED),TOKYOPHILE,Montagem Lunar Celestia 1.0 (SLOWED),2024-10-14,73,2024-11-28T03:31:55Z
Top 50 - Brazil,6ISgjQNYq70ahUOL9rOrcz,BLUE HORIZON FUNK - SLOWED,"NXGHT!, DJ ANXVAR, DJ ZAP",BLUE HORIZON FUNK,2024-11-25,67,2025-09-09T00:34:27Z
Top 50 - Brazil,3LD5vicyTecINUhjtUfpf5,Meet Her At The Love Parade - Slowed,Vieze Asbak,Meet Her At The Love Parade,2024-10-22,69,2025-02-04T20:06:24Z
Top 50 - Brazil,7wrjh1jGLkV99AhcgnGRjE,COM MEDO!,"Sayfalse, Scythermane",COM MEDO!,2025-03-06,67,2025-09-09T00:33:16Z
Top 50 - Brazil,6s51zv3kp2QU3sYOSmNwpD,THERMONUCLEAR,PINKY SMASH,THERMONUCLEAR,2025-01-27,48,2025-02-04T20:06:24Z
Top 50 - Brazil,5a3W05S11qbPoP48d1h6Xy,STEAL,"TRXVELER, DJ PRO",STEAL,2025-01-31,41,2025-02-04T20:06:24Z
Top 50 - Brazil,2pWHhlx161t4LT7uBF197I,SLIDE COLLAPSE,Y3LLAVISION,SLIDE COLLAPSE,2024-09-27,41,2025-09-09T00:33:24Z
Top 50 - Brazil,716cpwjVWIfApSvgBbQVtv,FALL,"Envacity, NTPV",FALL,2024-08-23,40,2025-02-04T20:06:24Z
Top 50 - Brazil,4e47GomEPzaRmsHlEQreDt,Berserk,APHRO,Berserk,2024-09-13,54,2025-02-04T23:28:43Z
Top 50 - Brazil,7BRQ9eXqLLkYL8WdIYNRQq,Montagem sombra estelar 1.0,"DJ RICK 013, Mc Charles, THZ",Montagem sombra estelar 1.0,2024-11-30,65,2025-09-09T00:34:53Z
Top 50 - Brazil,5vhBLZGw6yQqOvT61Tn2fA,SEQUENCIA BACHI,"DJZRX, MC MN, Launch13, Rodricci",SEQUENCIA BACHI,2024-11-21,55,2024-12-19T03:44:58Z
Top 50 - Brazil,5PHdyF0lk5ZWzow4aUSfPL,EL QUE LA DEBE FUNK - SLOWED,"FR3ST, DJ MILLYANN, MRR",EL QUE LA DEBE FUNK,2024-11-06,62,2024-11-17T20:50:53Z
Top 50 - Brazil,5GLNE2kxoAouIaNyWvam80,DON`T STOP,GLXXMSTRIDER,DON`T STOP,2024-04-19,63,2025-02-25T03:54:48Z
Top 50 - Brazil,4Ha6W6v9DSTecYYtovtvg7,FUNK OSCURO - Super Slowed,"h6itam, ICEDMANE, DYSMANE",FUNK OSCURO,2024-10-24,67,2024-12-07T15:45:40Z
Top 50 - Brazil,6kJjlOWBwnDwIBsvlwTNIF,BAD PARENTING FUNK,"DJ CEREJASS, Sayfalse",BAD PARENTING FUNK,2024-10-22,69,2024-11-22T03:59:22Z
Top 50 - Brazil,2XvJb6kUogoWD2jkYvaNtg,DERIVA MALÍCIA,"-Prey, Scythermane",DERIVA MALÍCIA,2024-11-27,51,2024-12-14T05:35:04Z
Top 50 - Brazil,25MzUGleMnmyoeTNRZ8QF1,VAPO NO SETOR,"DJ ANXVAR, MC LONE",VAPO NO SETOR,2024-08-13,72,2024-12-14T03:19:13Z
Top 50 - Brazil,0KCRlnAviErdAu6JcjKZJs,BRUXO FANTASMA,"LXNGVX, Dj Gabriel do Borel",BRUXO FANTASMA,2024-08-16,62,2024-09-23T19:51:58Z
Top 50 - Brazil,4Pxm8GR4lQT1WnhvN2qNvx,void - super slowed,isq,void,2024-08-23,70,2024-11-05T04:01:29Z
